flow_id,scenario,algorithm,traffic_type,priority,source_zone,segment_id,segment_type,segment_zone,required_bandwidth_mbps,estimated_delay_ms,estimated_loss_percent,qos_satisfied
89,video_dominant,least_loaded,video,5,library,eth_lab,ethernet,computer_lab,3.22,4.0,0.05,True
90,video_dominant,least_loaded,file_download,2,library,eth_academic,ethernet,academic_building,6.059,5.0,0.05,True
91,video_dominant,least_loaded,web,3,library,eth_admin,ethernet,administration,1.567,5.0,0.05,True
92,video_dominant,least_loaded,voice,5,student_area,eth_lab,ethernet,computer_lab,0.155,4.0,0.05,True
93,video_dominant,least_loaded,web,3,computer_lab,eth_lab,ethernet,computer_lab,1.21,4.0,0.05,True
94,video_dominant,least_loaded,video,5,dormitory,eth_lab,ethernet,computer_lab,4.556,4.0,0.05,True
95,video_dominant,least_loaded,video,5,academic_building,eth_admin,ethernet,administration,3.904,5.0,0.05,True
96,video_dominant,least_loaded,video,5,computer_lab,eth_academic,ethernet,academic_building,3.087,5.0,0.05,True
97,video_dominant,least_loaded,web,3,administration,eth_server,ethernet,server_room,1.516,3.0,0.03,True
98,video_dominant,least_loaded,video,5,academic_building,wifi_ap_2,wifi,library,3.122,22.0,0.9,True
99,video_dominant,least_loaded,video,5,dormitory,eth_server,ethernet,server_room,3.853,3.0,0.03,True
100,video_dominant,least_loaded,video,5,administration,eth_lab,ethernet,computer_lab,4.819,4.0,0.05,True
101,video_dominant,least_loaded,video,5,academic_building,eth_admin,ethernet,administration,3.644,5.0,0.05,True
102,video_dominant,least_loaded,video,5,library,eth_academic,ethernet,academic_building,3.55,5.0,0.05,True
103,video_dominant,least_loaded,lms,4,computer_lab,eth_server,ethernet,server_room,1.106,3.0,0.03,True
104,video_dominant,least_loaded,video,5,computer_lab,eth_server,ethernet,server_room,4.061,3.0,0.03,True
105,video_dominant,least_loaded,video,5,computer_lab,eth_academic,ethernet,academic_building,3.86,5.0,0.05,True
106,video_dominant,least_loaded,web,3,academic_building,eth_admin,ethernet,administration,1.765,5.0,0.05,True
107,video_dominant,least_loaded,lms,4,computer_lab,eth_lab,ethernet,computer_lab,1.11,4.0,0.05,True
108,video_dominant,least_loaded,video,5,dormitory,wifi_ap_1,wifi,academic_building,4.776,18.0,0.7,True
109,video_dominant,least_loaded,video,5,dormitory,eth_server,ethernet,server_room,3.797,3.0,0.03,True
110,video_dominant,least_loaded,web,3,student_area,eth_lab,ethernet,computer_lab,1.445,4.0,0.05,True
111,video_dominant,least_loaded,lms,4,student_area,eth_admin,ethernet,administration,1.227,5.0,0.05,True
112,video_dominant,least_loaded,lms,4,dormitory,eth_lab,ethernet,computer_lab,0.784,4.0,0.05,True
113,video_dominant,least_loaded,web,3,academic_building,eth_admin,ethernet,administration,1.449,5.0,0.05,True
114,video_dominant,least_loaded,web,3,student_area,eth_lab,ethernet,computer_lab,1.734,4.0,0.05,True
115,video_dominant,least_loaded,lms,4,computer_lab,eth_academic,ethernet,academic_building,1.228,5.0,0.05,True
116,video_dominant,least_loaded,lms,4,administration,eth_server,ethernet,server_room,0.811,3.0,0.03,True
117,video_dominant,least_loaded,video,5,administration,wifi_ap_3,wifi,student_area,4.882,26.0,1.1,True
118,video_dominant,least_loaded,video,5,administration,eth_server,ethernet,server_room,3.103,3.0,0.03,True
119,video_dominant,least_loaded,video,5,student_area,wifi_ap_4,wifi,dormitory,3.703,28.0,1.3,True
120,video_dominant,least_loaded,lms,4,library,eth_admin,ethernet,administration,0.827,5.0,0.05,True
121,video_dominant,least_loaded,video,5,academic_building,eth_academic,ethernet,academic_building,3.7,5.0,0.05,True
122,video_dominant,least_loaded,lms,4,academic_building,eth_lab,ethernet,computer_lab,1.131,4.0,0.05,True
123,video_dominant,least_loaded,lms,4,dormitory,eth_admin,ethernet,administration,1.173,5.0,0.05,True
124,video_dominant,least_loaded,background_update,1,computer_lab,eth_lab,ethernet,computer_lab,3.17,4.0,0.05,True
125,video_dominant,least_loaded,lms,4,academic_building,eth_server,ethernet,server_room,1.054,3.0,0.03,True
126,video_dominant,least_loaded,lms,4,administration,eth_admin,ethernet,administration,0.884,5.0,0.05,True
127,video_dominant,least_loaded,video,5,administration,eth_server,ethernet,server_room,4.525,3.0,0.03,True
128,video_dominant,least_loaded,file_download,2,student_area,eth_admin,ethernet,administration,6.024,5.0,0.05,True
129,video_dominant,least_loaded,file_download,2,computer_lab,eth_academic,ethernet,academic_building,8.629,5.0,0.05,True
130,video_dominant,least_loaded,video,5,administration,eth_lab,ethernet,computer_lab,4.266,4.0,0.05,True
131,video_dominant,least_loaded,voice,5,administration,eth_server,ethernet,server_room,0.203,3.0,0.03,True
132,video_dominant,least_loaded,video,5,dormitory,eth_server,ethernet,server_room,3.682,3.0,0.03,True
133,video_dominant,least_loaded,video,5,administration,eth_lab,ethernet,computer_lab,3.649,4.0,0.05,True
134,video_dominant,least_loaded,file_download,2,computer_lab,wifi_ap_2,wifi,library,6.34,22.0,0.9,True
135,video_dominant,least_loaded,video,5,library,eth_server,ethernet,server_room,4.509,3.0,0.03,True
136,video_dominant,least_loaded,voice,5,academic_building,eth_admin,ethernet,administration,0.177,5.0,0.05,True
137,video_dominant,least_loaded,lms,4,dormitory,eth_admin,ethernet,administration,1.054,5.0,0.05,True
138,video_dominant,least_loaded,video,5,library,eth_admin,ethernet,administration,4.51,5.0,0.05,True
139,video_dominant,least_loaded,video,5,dormitory,eth_lab,ethernet,computer_lab,3.222,4.0,0.05,True
140,video_dominant,least_loaded,lms,4,computer_lab,eth_academic,ethernet,academic_building,0.993,5.0,0.05,True
141,video_dominant,least_loaded,lms,4,academic_building,eth_server,ethernet,server_room,0.86,3.0,0.03,True
142,video_dominant,least_loaded,background_update,1,academic_building,eth_server,ethernet,server_room,2.262,3.0,0.03,True
143,video_dominant,least_loaded,video,5,library,eth_academic,ethernet,academic_building,4.535,5.0,0.05,True
144,video_dominant,least_loaded,web,3,student_area,eth_lab,ethernet,computer_lab,1.371,4.0,0.05,True
145,video_dominant,least_loaded,voice,5,administration,eth_server,ethernet,server_room,0.193,3.0,0.03,True
146,video_dominant,least_loaded,video,5,computer_lab,eth_server,ethernet,server_room,4.407,3.0,0.03,True
147,video_dominant,least_loaded,video,5,administration,eth_lab,ethernet,computer_lab,4.612,4.0,0.05,True
148,video_dominant,least_loaded,video,5,administration,eth_admin,ethernet,administration,3.085,5.0,0.05,True
149,video_dominant,least_loaded,voice,5,academic_building,eth_academic,ethernet,academic_building,0.236,5.0,0.05,True
150,video_dominant,least_loaded,lms,4,computer_lab,eth_academic,ethernet,academic_building,0.952,5.0,0.05,True
2,video_dominant,qos_priority,video,5,student_area,eth_lab,ethernet,computer_lab,4.675,4.0,0.05,True
4,video_dominant,qos_priority,video,5,computer_lab,eth_admin,ethernet,administration,3.969,5.0,0.05,True
5,video_dominant,qos_priority,video,5,computer_lab,eth_academic,ethernet,academic_building,3.754,5.0,0.05,True
7,video_dominant,qos_priority,video,5,dormitory,eth_server,ethernet,server_room,3.467,3.0,0.03,True
9,video_dominant,qos_priority,video,5,dormitory,eth_server,ethernet,server_room,3.772,3.0,0.03,True
11,video_dominant,qos_priority,video,5,academic_building,eth_academic,ethernet,academic_building,3.252,5.0,0.05,True
15,video_dominant,qos_priority,video,5,administration,eth_lab,ethernet,computer_lab,4.94,4.0,0.05,True
16,video_dominant,qos_priority,video,5,student_area,eth_admin,ethernet,administration,3.677,5.0,0.05,True
18,video_dominant,qos_priority,video,5,administration,eth_server,ethernet,server_room,4.719,3.0,0.03,True
19,video_dominant,qos_priority,video,5,student_area,eth_academic,ethernet,academic_building,4.254,5.0,0.05,True
21,video_dominant,qos_priority,voice,5,academic_building,eth_admin,ethernet,administration,0.173,5.0,0.05,True
25,video_dominant,qos_priority,video,5,administration,eth_admin,ethernet,administration,3.599,5.0,0.05,True
26,video_dominant,qos_priority,voice,5,student_area,eth_server,ethernet,server_room,0.23,3.0,0.03,True
27,video_dominant,qos_priority,video,5,student_area,eth_lab,ethernet,computer_lab,3.861,4.0,0.05,True
28,video_dominant,qos_priority,video,5,dormitory,eth_server,ethernet,server_room,4.132,3.0,0.03,True
31,video_dominant,qos_priority,video,5,computer_lab,eth_academic,ethernet,academic_building,3.286,5.0,0.05,True
32,video_dominant,qos_priority,video,5,student_area,eth_server,ethernet,server_room,3.919,3.0,0.03,True
45,video_dominant,qos_priority,video,5,student_area,eth_lab,ethernet,computer_lab,3.438,4.0,0.05,True
46,video_dominant,qos_priority,video,5,student_area,eth_admin,ethernet,administration,4.356,5.0,0.05,True
48,video_dominant,qos_priority,video,5,academic_building,eth_academic,ethernet,academic_building,4.807,5.0,0.05,True
50,video_dominant,qos_priority,voice,5,student_area,eth_server,ethernet,server_room,0.223,3.0,0.03,True
51,video_dominant,qos_priority,video,5,student_area,eth_server,ethernet,server_room,3.653,3.0,0.03,True
52,video_dominant,qos_priority,video,5,library,eth_lab,ethernet,computer_lab,3.264,4.0,0.05,True
53,video_dominant,qos_priority,video,5,student_area,eth_admin,ethernet,administration,4.062,5.0,0.05,True
56,video_dominant,qos_priority,video,5,student_area,eth_server,ethernet,server_room,4.608,3.0,0.03,True
57,video_dominant,qos_priority,video,5,academic_building,eth_lab,ethernet,computer_lab,3.282,4.0,0.05,True
61,video_dominant,qos_priority,video,5,student_area,eth_academic,ethernet,academic_building,4.346,5.0,0.05,True
64,video_dominant,qos_priority,video,5,academic_building,eth_server,ethernet,server_room,4.239,3.0,0.03,True
66,video_dominant,qos_priority,video,5,academic_building,eth_lab,ethernet,computer_lab,4.271,4.0,0.05,True
67,video_dominant,qos_priority,video,5,administration,eth_admin,ethernet,administration,3.604,5.0,0.05,True
68,video_dominant,qos_priority,video,5,library,eth_academic,ethernet,academic_building,3.091,5.0,0.05,True
69,video_dominant,qos_priority,voice,5,dormitory,eth_server,ethernet,server_room,0.162,3.0,0.03,True
70,video_dominant,qos_priority,video,5,computer_lab,eth_server,ethernet,server_room,3.271,3.0,0.03,True
71,video_dominant,qos_priority,video,5,administration,eth_lab,ethernet,computer_lab,4.899,4.0,0.05,True
76,video_dominant,qos_priority,video,5,dormitory,eth_admin,ethernet,administration,3.889,5.0,0.05,True
77,video_dominant,qos_priority,video,5,student_area,eth_academic,ethernet,academic_building,3.199,5.0,0.05,True
80,video_dominant,qos_priority,video,5,academic_building,eth_server,ethernet,server_room,4.898,3.0,0.03,True
83,video_dominant,qos_priority,video,5,student_area,eth_academic,ethernet,academic_building,3.487,5.0,0.05,True
84,video_dominant,qos_priority,video,5,computer_lab,eth_admin,ethernet,administration,3.41,5.0,0.05,True
86,video_dominant,qos_priority,video,5,library,eth_lab,ethernet,computer_lab,3.657,4.0,0.05,True
87,video_dominant,qos_priority,video,5,computer_lab,eth_server,ethernet,server_room,3.006,3.0,0.03,True
89,video_dominant,qos_priority,video,5,library,eth_server,ethernet,server_room,3.22,3.0,0.03,True
92,video_dominant,qos_priority,voice,5,student_area,eth_academic,ethernet,academic_building,0.155,5.0,0.05,True
94,video_dominant,qos_priority,video,5,dormitory,eth_academic,ethernet,academic_building,4.556,5.0,0.05,True
95,video_dominant,qos_priority,video,5,academic_building,eth_lab,ethernet,computer_lab,3.904,4.0,0.05,True
96,video_dominant,qos_priority,video,5,computer_lab,eth_admin,ethernet,administration,3.087,5.0,0.05,True
98,video_dominant,qos_priority,video,5,academic_building,eth_server,ethernet,server_room,3.122,3.0,0.03,True
99,video_dominant,qos_priority,video,5,dormitory,eth_server,ethernet,server_room,3.853,3.0,0.03,True
100,video_dominant,qos_priority,video,5,administration,eth_admin,ethernet,administration,4.819,5.0,0.05,True
101,video_dominant,qos_priority,video,5,academic_building,eth_lab,ethernet,computer_lab,3.644,4.0,0.05,True
102,video_dominant,qos_priority,video,5,library,eth_academic,ethernet,academic_building,3.55,5.0,0.05,True
104,video_dominant,qos_priority,video,5,computer_lab,eth_server,ethernet,server_room,4.061,3.0,0.03,True
105,video_dominant,qos_priority,video,5,computer_lab,eth_lab,ethernet,computer_lab,3.86,4.0,0.05,True
108,video_dominant,qos_priority,video,5,dormitory,eth_academic,ethernet,academic_building,4.776,5.0,0.05,True
109,video_dominant,qos_priority,video,5,dormitory,eth_admin,ethernet,administration,3.797,5.0,0.05,True
117,video_dominant,qos_priority,video,5,administration,eth_server,ethernet,server_room,4.882,3.0,0.03,True
118,video_dominant,qos_priority,video,5,administration,eth_lab,ethernet,computer_lab,3.103,4.0,0.05,True
119,video_dominant,qos_priority,video,5,student_area,eth_academic,ethernet,academic_building,3.703,5.0,0.05,True
121,video_dominant,qos_priority,video,5,academic_building,eth_server,ethernet,server_room,3.7,3.0,0.03,True
127,video_dominant,qos_priority,video,5,administration,eth_admin,ethernet,administration,4.525,5.0,0.05,True
130,video_dominant,qos_priority,video,5,administration,eth_lab,ethernet,computer_lab,4.266,4.0,0.05,True
131,video_dominant,qos_priority,voice,5,administration,eth_academic,ethernet,academic_building,0.203,5.0,0.05,True
132,video_dominant,qos_priority,video,5,dormitory,eth_server,ethernet,server_room,3.682,3.0,0.03,True
133,video_dominant,qos_priority,video,5,administration,eth_academic,ethernet,academic_building,3.649,5.0,0.05,True
135,video_dominant,qos_priority,video,5,library,eth_lab,ethernet,computer_lab,4.509,4.0,0.05,True
136,video_dominant,qos_priority,voice,5,academic_building,eth_admin,ethernet,administration,0.177,5.0,0.05,True
138,video_dominant,qos_priority,video,5,library,eth_admin,ethernet,administration,4.51,5.0,0.05,True
139,video_dominant,qos_priority,video,5,dormitory,eth_server,ethernet,server_room,3.222,3.0,0.03,True
143,video_dominant,qos_priority,video,5,library,eth_academic,ethernet,academic_building,4.535,5.0,0.05,True
145,video_dominant,qos_priority,voice,5,administration,eth_server,ethernet,server_room,0.193,3.0,0.03,True
146,video_dominant,qos_priority,video,5,computer_lab,eth_server,ethernet,server_room,4.407,3.0,0.03,True
147,video_dominant,qos_priority,video,5,administration,eth_lab,ethernet,computer_lab,4.612,4.0,0.05,True
148,video_dominant,qos_priority,video,5,administration,eth_admin,ethernet,administration,3.085,5.0,0.05,True
149,video_dominant,qos_priority,voice,5,academic_building,eth_academic,ethernet,academic_building,0.236,5.0,0.05,True
3,video_dominant,qos_priority,lms,4,administration,eth_academic,ethernet,academic_building,0.995,5.0,0.05,True
10,video_dominant,qos_priority,lms,4,administration,eth_server,ethernet,server_room,1.24,3.0,0.03,True
17,video_dominant,qos_priority,lms,4,administration,eth_academic,ethernet,academic_building,0.79,5.0,0.05,True
22,video_dominant,qos_priority,lms,4,student_area,eth_server,ethernet,server_room,1.249,3.0,0.03,True
30,video_dominant,qos_priority,lms,4,dormitory,eth_academic,ethernet,academic_building,1.06,5.0,0.05,True
33,video_dominant,qos_priority,lms,4,dormitory,eth_lab,ethernet,computer_lab,1.201,4.0,0.05,True
34,video_dominant,qos_priority,lms,4,library,eth_server,ethernet,server_room,0.787,3.0,0.03,True
39,video_dominant,qos_priority,lms,4,computer_lab,eth_server,ethernet,server_room,0.898,3.0,0.03,True
40,video_dominant,qos_priority,lms,4,academic_building,eth_admin,ethernet,administration,1.239,5.0,0.05,True
41,video_dominant,qos_priority,lms,4,student_area,eth_academic,ethernet,academic_building,0.754,5.0,0.05,True
49,video_dominant,qos_priority,lms,4,student_area,eth_lab,ethernet,computer_lab,1.144,4.0,0.05,True
62,video_dominant,qos_priority,lms,4,computer_lab,eth_server,ethernet,server_room,0.941,3.0,0.03,True
63,video_dominant,qos_priority,lms,4,student_area,eth_academic,ethernet,academic_building,0.804,5.0,0.05,True
72,video_dominant,qos_priority,lms,4,computer_lab,eth_server,ethernet,server_room,0.96,3.0,0.03,True
74,video_dominant,qos_priority,lms,4,dormitory,eth_admin,ethernet,administration,1.058,5.0,0.05,True
78,video_dominant,qos_priority,lms,4,computer_lab,eth_lab,ethernet,computer_lab,1.201,4.0,0.05,True
79,video_dominant,qos_priority,lms,4,academic_building,eth_academic,ethernet,academic_building,0.949,5.0,0.05,True
82,video_dominant,qos_priority,lms,4,computer_lab,eth_server,ethernet,server_room,1.236,3.0,0.03,True
103,video_dominant,qos_priority,lms,4,computer_lab,eth_admin,ethernet,administration,1.106,5.0,0.05,True
107,video_dominant,qos_priority,lms,4,computer_lab,eth_lab,ethernet,computer_lab,1.11,4.0,0.05,True
111,video_dominant,qos_priority,lms,4,student_area,eth_academic,ethernet,academic_building,1.227,5.0,0.05,True
112,video_dominant,qos_priority,lms,4,dormitory,eth_server,ethernet,server_room,0.784,3.0,0.03,True
115,video_dominant,qos_priority,lms,4,computer_lab,eth_server,ethernet,server_room,1.228,3.0,0.03,True
116,video_dominant,qos_priority,lms,4,administration,eth_lab,ethernet,computer_lab,0.811,4.0,0.05,True
120,video_dominant,qos_priority,lms,4,library,eth_admin,ethernet,administration,0.827,5.0,0.05,True
122,video_dominant,qos_priority,lms,4,academic_building,eth_academic,ethernet,academic_building,1.131,5.0,0.05,True
123,video_dominant,qos_priority,lms,4,dormitory,eth_server,ethernet,server_room,1.173,3.0,0.03,True
125,video_dominant,qos_priority,lms,4,academic_building,eth_lab,ethernet,computer_lab,1.054,4.0,0.05,True
126,video_dominant,qos_priority,lms,4,administration,eth_admin,ethernet,administration,0.884,5.0,0.05,True
137,video_dominant,qos_priority,lms,4,dormitory,eth_academic,ethernet,academic_building,1.054,5.0,0.05,True
140,video_dominant,qos_priority,lms,4,computer_lab,eth_server,ethernet,server_room,0.993,3.0,0.03,True
141,video_dominant,qos_priority,lms,4,academic_building,eth_lab,ethernet,computer_lab,0.86,4.0,0.05,True
150,video_dominant,qos_priority,lms,4,computer_lab,eth_admin,ethernet,administration,0.952,5.0,0.05,True
1,video_dominant,qos_priority,web,3,student_area,wifi_ap_3,wifi,student_area,1.74,26.0,1.1,True
8,video_dominant,qos_priority,web,3,academic_building,wifi_ap_1,wifi,academic_building,1.364,18.0,0.7,True
23,video_dominant,qos_priority,web,3,dormitory,wifi_ap_4,wifi,dormitory,1.859,28.0,1.3,True
24,video_dominant,qos_priority,web,3,administration,wifi_ap_2,wifi,library,1.779,22.0,0.9,True
29,video_dominant,qos_priority,web,3,library,wifi_ap_1,wifi,academic_building,1.256,18.0,0.7,True
37,video_dominant,qos_priority,web,3,library,wifi_ap_4,wifi,dormitory,1.875,28.0,1.3,True
47,video_dominant,qos_priority,web,3,administration,wifi_ap_2,wifi,library,1.636,22.0,0.9,True
55,video_dominant,qos_priority,web,3,dormitory,wifi_ap_3,wifi,student_area,1.851,26.0,1.1,True
60,video_dominant,qos_priority,web,3,academic_building,wifi_ap_1,wifi,academic_building,1.323,18.0,0.7,True
73,video_dominant,qos_priority,web,3,library,wifi_ap_1,wifi,academic_building,1.789,18.0,0.7,True
81,video_dominant,qos_priority,web,3,academic_building,wifi_ap_4,wifi,dormitory,1.622,28.0,1.3,True
85,video_dominant,qos_priority,web,3,computer_lab,wifi_ap_2,wifi,library,1.28,22.0,0.9,True
91,video_dominant,qos_priority,web,3,library,wifi_ap_3,wifi,student_area,1.567,26.0,1.1,True
93,video_dominant,qos_priority,web,3,computer_lab,wifi_ap_1,wifi,academic_building,1.21,18.0,0.7,True
97,video_dominant,qos_priority,web,3,administration,wifi_ap_4,wifi,dormitory,1.516,28.0,1.3,True
106,video_dominant,qos_priority,web,3,academic_building,wifi_ap_2,wifi,library,1.765,22.0,0.9,True
110,video_dominant,qos_priority,web,3,student_area,wifi_ap_1,wifi,academic_building,1.445,18.0,0.7,True
113,video_dominant,qos_priority,web,3,academic_building,wifi_ap_4,wifi,dormitory,1.449,28.0,1.3,True
114,video_dominant,qos_priority,web,3,student_area,wifi_ap_3,wifi,student_area,1.734,26.0,1.1,True
144,video_dominant,qos_priority,web,3,student_area,wifi_ap_2,wifi,library,1.371,22.0,0.9,True
6,video_dominant,qos_priority,file_download,2,library,wifi_ap_1,wifi,academic_building,9.923,18.0,0.7,True
13,video_dominant,qos_priority,file_download,2,dormitory,wifi_ap_4,wifi,dormitory,6.399,28.0,1.3,True
14,video_dominant,qos_priority,file_download,2,academic_building,wifi_ap_2,wifi,library,8.89,22.0,0.9,True
20,video_dominant,qos_priority,file_download,2,dormitory,wifi_ap_3,wifi,student_area,9.49,26.0,1.1,True
35,video_dominant,qos_priority,file_download,2,computer_lab,eth_server,ethernet,server_room,7.197,3.0,0.03,True
38,video_dominant,qos_priority,file_download,2,academic_building,eth_academic,ethernet,academic_building,6.949,5.0,0.05,True
42,video_dominant,qos_priority,file_download,2,administration,eth_lab,ethernet,computer_lab,9.894,4.0,0.05,True
43,video_dominant,qos_priority,file_download,2,administration,eth_admin,ethernet,administration,7.987,5.0,0.05,True
44,video_dominant,qos_priority,file_download,2,student_area,eth_server,ethernet,server_room,9.103,3.0,0.03,True
54,video_dominant,qos_priority,file_download,2,library,eth_academic,ethernet,academic_building,7.028,5.0,0.05,True
65,video_dominant,qos_priority,file_download,2,student_area,eth_lab,ethernet,computer_lab,9.661,4.0,0.05,True
75,video_dominant,qos_priority,file_download,2,student_area,eth_admin,ethernet,administration,6.131,5.0,0.05,True
88,video_dominant,qos_priority,file_download,2,library,eth_server,ethernet,server_room,9.95,3.0,0.03,True
90,video_dominant,qos_priority,file_download,2,library,eth_academic,ethernet,academic_building,6.059,5.0,0.05,True
128,video_dominant,qos_priority,file_download,2,student_area,wifi_ap_4,wifi,dormitory,6.024,28.0,1.3,True
129,video_dominant,qos_priority,file_download,2,computer_lab,eth_admin,ethernet,administration,8.629,5.0,0.05,True
134,video_dominant,qos_priority,file_download,2,computer_lab,eth_lab,ethernet,computer_lab,6.34,4.0,0.05,True
12,video_dominant,qos_priority,background_update,1,student_area,eth_server,ethernet,server_room,3.555,3.0,0.03,True
36,video_dominant,qos_priority,background_update,1,administration,eth_academic,ethernet,academic_building,2.625,5.0,0.05,True
58,video_dominant,qos_priority,background_update,1,administration,eth_server,ethernet,server_room,3.336,3.0,0.03,True
59,video_dominant,qos_priority,background_update,1,computer_lab,eth_academic,ethernet,academic_building,2.799,5.0,0.05,True
124,video_dominant,qos_priority,background_update,1,computer_lab,wifi_ap_1,wifi,academic_building,3.17,18.0,0.7,True
142,video_dominant,qos_priority,background_update,1,academic_building,eth_lab,ethernet,computer_lab,2.262,4.0,0.05,True
2,video_dominant,intelligent,video,5,student_area,eth_server,ethernet,server_room,4.675,3.0,0.03,True
4,video_dominant,intelligent,video,5,computer_lab,eth_lab,ethernet,computer_lab,3.969,4.0,0.05,True
5,video_dominant,intelligent,video,5,computer_lab,eth_server,ethernet,server_room,3.754,3.0,0.03,True
7,video_dominant,intelligent,video,5,dormitory,eth_admin,ethernet,administration,3.467,5.0,0.05,True
9,video_dominant,intelligent,video,5,dormitory,eth_academic,ethernet,academic_building,3.772,5.0,0.05,True
11,video_dominant,intelligent,video,5,academic_building,eth_server,ethernet,server_room,3.252,3.0,0.03,True
15,video_dominant,intelligent,video,5,administration,eth_lab,ethernet,computer_lab,4.94,4.0,0.05,True
16,video_dominant,intelligent,video,5,student_area,eth_academic,ethernet,academic_building,3.677,5.0,0.05,True
18,video_dominant,intelligent,video,5,administration,eth_admin,ethernet,administration,4.719,5.0,0.05,True
19,video_dominant,intelligent,video,5,student_area,eth_server,ethernet,server_room,4.254,3.0,0.03,True
21,video_dominant,intelligent,voice,5,academic_building,eth_server,ethernet,server_room,0.173,3.0,0.03,True
25,video_dominant,intelligent,video,5,administration,eth_lab,ethernet,computer_lab,3.599,4.0,0.05,True
26,video_dominant,intelligent,voice,5,student_area,eth_server,ethernet,server_room,0.23,3.0,0.03,True
27,video_dominant,intelligent,video,5,student_area,eth_academic,ethernet,academic_building,3.861,5.0,0.05,True
28,video_dominant,intelligent,video,5,dormitory,eth_server,ethernet,server_room,4.132,3.0,0.03,True
31,video_dominant,intelligent,video,5,computer_lab,eth_admin,ethernet,administration,3.286,5.0,0.05,True
32,video_dominant,intelligent,video,5,student_area,eth_lab,ethernet,computer_lab,3.919,4.0,0.05,True
45,video_dominant,intelligent,video,5,student_area,eth_server,ethernet,server_room,3.438,3.0,0.03,True
46,video_dominant,intelligent,video,5,student_area,eth_academic,ethernet,academic_building,4.356,5.0,0.05,True
48,video_dominant,intelligent,video,5,academic_building,eth_admin,ethernet,administration,4.807,5.0,0.05,True
50,video_dominant,intelligent,voice,5,student_area,eth_server,ethernet,server_room,0.223,3.0,0.03,True
51,video_dominant,intelligent,video,5,student_area,eth_server,ethernet,server_room,3.653,3.0,0.03,True
52,video_dominant,intelligent,video,5,library,eth_lab,ethernet,computer_lab,3.264,4.0,0.05,True
53,video_dominant,intelligent,video,5,student_area,eth_academic,ethernet,academic_building,4.062,5.0,0.05,True
56,video_dominant,intelligent,video,5,student_area,eth_server,ethernet,server_room,4.608,3.0,0.03,True
57,video_dominant,intelligent,video,5,academic_building,eth_lab,ethernet,computer_lab,3.282,4.0,0.05,True
61,video_dominant,intelligent,video,5,student_area,eth_admin,ethernet,administration,4.346,5.0,0.05,True
64,video_dominant,intelligent,video,5,academic_building,eth_server,ethernet,server_room,4.239,3.0,0.03,True
66,video_dominant,intelligent,video,5,academic_building,eth_academic,ethernet,academic_building,4.271,5.0,0.05,True
67,video_dominant,intelligent,video,5,administration,eth_lab,ethernet,computer_lab,3.604,4.0,0.05,True
68,video_dominant,intelligent,video,5,library,eth_server,ethernet,server_room,3.091,3.0,0.03,True
69,video_dominant,intelligent,voice,5,dormitory,eth_server,ethernet,server_room,0.162,3.0,0.03,True
70,video_dominant,intelligent,video,5,computer_lab,eth_admin,ethernet,administration,3.271,5.0,0.05,True
71,video_dominant,intelligent,video,5,administration,eth_lab,ethernet,computer_lab,4.899,4.0,0.05,True
76,video_dominant,intelligent,video,5,dormitory,eth_academic,ethernet,academic_building,3.889,5.0,0.05,True
77,video_dominant,intelligent,video,5,student_area,eth_server,ethernet,server_room,3.199,3.0,0.03,True
80,video_dominant,intelligent,video,5,academic_building,eth_admin,ethernet,administration,4.898,5.0,0.05,True
83,video_dominant,intelligent,video,5,student_area,eth_server,ethernet,server_room,3.487,3.0,0.03,True
84,video_dominant,intelligent,video,5,computer_lab,eth_academic,ethernet,academic_building,3.41,5.0,0.05,True
86,video_dominant,intelligent,video,5,library,eth_lab,ethernet,computer_lab,3.657,4.0,0.05,True
87,video_dominant,intelligent,video,5,computer_lab,eth_server,ethernet,server_room,3.006,3.0,0.03,True
89,video_dominant,intelligent,video,5,library,eth_academic,ethernet,academic_building,3.22,5.0,0.05,True
92,video_dominant,intelligent,voice,5,student_area,eth_server,ethernet,server_room,0.155,3.0,0.03,True
94,video_dominant,intelligent,video,5,dormitory,eth_lab,ethernet,computer_lab,4.556,4.0,0.05,True
95,video_dominant,intelligent,video,5,academic_building,eth_admin,ethernet,administration,3.904,5.0,0.05,True
96,video_dominant,intelligent,video,5,computer_lab,eth_server,ethernet,server_room,3.087,3.0,0.03,True
98,video_dominant,intelligent,video,5,academic_building,eth_academic,ethernet,academic_building,3.122,5.0,0.05,True
99,video_dominant,intelligent,video,5,dormitory,eth_server,ethernet,server_room,3.853,3.0,0.03,True
100,video_dominant,intelligent,video,5,administration,eth_lab,ethernet,computer_lab,4.819,4.0,0.05,True
101,video_dominant,intelligent,video,5,academic_building,eth_admin,ethernet,administration,3.644,5.0,0.05,True
102,video_dominant,intelligent,video,5,library,eth_academic,ethernet,academic_building,3.55,5.0,0.05,True
104,video_dominant,intelligent,video,5,computer_lab,eth_server,ethernet,server_room,4.061,3.0,0.03,True
105,video_dominant,intelligent,video,5,computer_lab,eth_lab,ethernet,computer_lab,3.86,4.0,0.05,True
108,video_dominant,intelligent,video,5,dormitory,eth_server,ethernet,server_room,4.776,3.0,0.03,True
109,video_dominant,intelligent,video,5,dormitory,eth_admin,ethernet,administration,3.797,5.0,0.05,True
117,video_dominant,intelligent,video,5,administration,eth_academic,ethernet,academic_building,4.882,5.0,0.05,True
